id,memspec,mcconfig,addressmapping
3548,JEDEC_512Mbx16_LPDDR4-1066.json,fr_fcfs.json,am_lpddr4_512Mbx16_robaco.json
3549,JEDEC_512Mbx16_LPDDR4-1066.json,fr_fcfs.json,am_lpddr4_512Mbx16_rocoba.json
3550,JEDEC_512Mbx16_LPDDR4-1066.json,fr_fcfs.json,am_lpddr4_8Gbx16_brc.json
3551,JEDEC_512Mbx16_LPDDR4-1066.json,fr_fcfs.json,am_stt-mram_8x2Gbx8_dimm_p1KB_rbc.json
3552,JEDEC_512Mbx16_LPDDR4-1066.json,fr_fcfs.json,am_wideio2_4x64_4x2Gb_brc.json
3553,JEDEC_512Mbx16_LPDDR4-1066.json,fr_fcfs.json,am_wideio2_4x64_4x2Gb_rbc.json
3554,JEDEC_512Mbx16_LPDDR4-1066.json,fr_fcfs.json,am_wideio_4x1Gb_brc.json
3555,JEDEC_512Mbx16_LPDDR4-1066.json,fr_fcfs.json,am_wideio_4x1Gb_rbc.json
3556,JEDEC_512Mbx16_LPDDR4-1066.json,fr_fcfs.json,am_wideio_4x256Mb_brc.json
3557,JEDEC_512Mbx16_LPDDR4-1066.json,fr_fcfs.json,am_wideio_4x256Mb_rbc.json
3558,JEDEC_512Mbx16_LPDDR4-1066.json,fr_fcfs.json,am_wideio_4x2Gb_brc.json
3559,JEDEC_512Mbx16_LPDDR4-1066.json,fr_fcfs.json,am_wideio_4x2Gb_rbc.json
3560,JEDEC_512Mbx16_LPDDR4-1066.json,fr_fcfs.json,am_wideio_4x4Gb_brc.json
3561,JEDEC_512Mbx16_LPDDR4-1066.json,fr_fcfs.json,am_wideio_4x4Gb_rbc.json
3562,JEDEC_512Mbx16_LPDDR4-1066.json,fr_fcfs.json,am_wideio_4x512Mb_brc.json
3563,JEDEC_512Mbx16_LPDDR4-1066.json,fr_fcfs.json,am_wideio_4x512Mb_rbc.json
3564,JEDEC_512Mbx16_LPDDR4-1066.json,fr_fcfs.json,am_wideio_thermal.json
3565,JEDEC_512Mbx16_LPDDR4-1066.json,fr_fcfs_grp.json,am_ddr3_4x4Gbx16_dimm_p2KB_brc.json
3566,JEDEC_512Mbx16_LPDDR4-1066.json,fr_fcfs_grp.json,am_ddr3_4x4Gbx16_dimm_p2KB_rbc.json
3567,JEDEC_512Mbx16_LPDDR4-1066.json,fr_fcfs_grp.json,am_ddr3_8x1Gbx8_dimm_p1KB_brc.json
3568,JEDEC_512Mbx16_LPDDR4-1066.json,fr_fcfs_grp.json,am_ddr3_8x1Gbx8_dimm_p1KB_rbc.json
3569,JEDEC_512Mbx16_LPDDR4-1066.json,fr_fcfs_grp.json,am_ddr3_8x2Gbx8_dimm_p1KB_brc.json
3570,JEDEC_512Mbx16_LPDDR4-1066.json,fr_fcfs_grp.json,am_ddr3_8x2Gbx8_dimm_p1KB_rbc.json
3571,JEDEC_512Mbx16_LPDDR4-1066.json,fr_fcfs_grp.json,am_ddr3_x16_brc.json
3572,JEDEC_512Mbx16_LPDDR4-1066.json,fr_fcfs_grp.json,am_ddr3_x16_rbc.json
3573,JEDEC_512Mbx16_LPDDR4-1066.json,fr_fcfs_grp.json,am_ddr4_8x4Gbx8_dimm_p1KB_brc.json
3574,JEDEC_512Mbx16_LPDDR4-1066.json,fr_fcfs_grp.json,am_hbm2_8Gb_pc_brc.json
3575,JEDEC_512Mbx16_LPDDR4-1066.json,fr_fcfs_grp.json,am_lpddr4_1Gbx16_baroco.json
3576,JEDEC_512Mbx16_LPDDR4-1066.json,fr_fcfs_grp.json,am_lpddr4_1Gbx16_robaco.json
3577,JEDEC_512Mbx16_LPDDR4-1066.json,fr_fcfs_grp.json,am_lpddr4_1Gbx16_rocoba.json
3578,JEDEC_512Mbx16_LPDDR4-1066.json,fr_fcfs_grp.json,am_lpddr4_512Mbx16_baroco.json
3579,JEDEC_512Mbx16_LPDDR4-1066.json,fr_fcfs_grp.json,am_lpddr4_512Mbx16_robaco.json
3580,JEDEC_512Mbx16_LPDDR4-1066.json,fr_fcfs_grp.json,am_lpddr4_512Mbx16_rocoba.json
3581,JEDEC_512Mbx16_LPDDR4-1066.json,fr_fcfs_grp.json,am_lpddr4_8Gbx16_brc.json
3582,JEDEC_512Mbx16_LPDDR4-1066.json,fr_fcfs_grp.json,am_stt-mram_8x2Gbx8_dimm_p1KB_rbc.json
3583,JEDEC_512Mbx16_LPDDR4-1066.json,fr_fcfs_grp.json,am_wideio2_4x64_4x2Gb_brc.json
3584,JEDEC_512Mbx16_LPDDR4-1066.json,fr_fcfs_grp.json,am_wideio2_4x64_4x2Gb_rbc.json
3585,JEDEC_512Mbx16_LPDDR4-1066.json,fr_fcfs_grp.json,am_wideio_4x1Gb_brc.json
3586,JEDEC_512Mbx16_LPDDR4-1066.json,fr_fcfs_grp.json,am_wideio_4x1Gb_rbc.json
3587,JEDEC_512Mbx16_LPDDR4-1066.json,fr_fcfs_grp.json,am_wideio_4x256Mb_brc.json
3588,JEDEC_512Mbx16_LPDDR4-1066.json,fr_fcfs_grp.json,am_wideio_4x256Mb_rbc.json
3589,JEDEC_512Mbx16_LPDDR4-1066.json,fr_fcfs_grp.json,am_wideio_4x2Gb_brc.json
3590,JEDEC_512Mbx16_LPDDR4-1066.json,fr_fcfs_grp.json,am_wideio_4x2Gb_rbc.json
3591,JEDEC_512Mbx16_LPDDR4-1066.json,fr_fcfs_grp.json,am_wideio_4x4Gb_brc.json
3592,JEDEC_512Mbx16_LPDDR4-1066.json,fr_fcfs_grp.json,am_wideio_4x4Gb_rbc.json
3593,JEDEC_512Mbx16_LPDDR4-1066.json,fr_fcfs_grp.json,am_wideio_4x512Mb_brc.json
3594,JEDEC_512Mbx16_LPDDR4-1066.json,fr_fcfs_grp.json,am_wideio_4x512Mb_rbc.json
3595,JEDEC_512Mbx16_LPDDR4-1066.json,fr_fcfs_grp.json,am_wideio_thermal.json
3596,JEDEC_512Mbx16_LPDDR4-1066.json,fr_fcfs_noref.json,am_ddr3_4x4Gbx16_dimm_p2KB_brc.json
3597,JEDEC_512Mbx16_LPDDR4-1066.json,fr_fcfs_noref.json,am_ddr3_4x4Gbx16_dimm_p2KB_rbc.json
3598,JEDEC_512Mbx16_LPDDR4-1066.json,fr_fcfs_noref.json,am_ddr3_8x1Gbx8_dimm_p1KB_brc.json
3599,JEDEC_512Mbx16_LPDDR4-1066.json,fr_fcfs_noref.json,am_ddr3_8x1Gbx8_dimm_p1KB_rbc.json
3600,JEDEC_512Mbx16_LPDDR4-1066.json,fr_fcfs_noref.json,am_ddr3_8x2Gbx8_dimm_p1KB_brc.json
3601,JEDEC_512Mbx16_LPDDR4-1066.json,fr_fcfs_noref.json,am_ddr3_8x2Gbx8_dimm_p1KB_rbc.json
3602,JEDEC_512Mbx16_LPDDR4-1066.json,fr_fcfs_noref.json,am_ddr3_x16_brc.json
3603,JEDEC_512Mbx16_LPDDR4-1066.json,fr_fcfs_noref.json,am_ddr3_x16_rbc.json
3604,JEDEC_512Mbx16_LPDDR4-1066.json,fr_fcfs_noref.json,am_ddr4_8x4Gbx8_dimm_p1KB_brc.json
3605,JEDEC_512Mbx16_LPDDR4-1066.json,fr_fcfs_noref.json,am_hbm2_8Gb_pc_brc.json
3606,JEDEC_512Mbx16_LPDDR4-1066.json,fr_fcfs_noref.json,am_lpddr4_1Gbx16_baroco.json
3607,JEDEC_512Mbx16_LPDDR4-1066.json,fr_fcfs_noref.json,am_lpddr4_1Gbx16_robaco.json
3608,JEDEC_512Mbx16_LPDDR4-1066.json,fr_fcfs_noref.json,am_lpddr4_1Gbx16_rocoba.json
3609,JEDEC_512Mbx16_LPDDR4-1066.json,fr_fcfs_noref.json,am_lpddr4_512Mbx16_baroco.json
3610,JEDEC_512Mbx16_LPDDR4-1066.json,fr_fcfs_noref.json,am_lpddr4_512Mbx16_robaco.json
3611,JEDEC_512Mbx16_LPDDR4-1066.json,fr_fcfs_noref.json,am_lpddr4_512Mbx16_rocoba.json
3612,JEDEC_512Mbx16_LPDDR4-1066.json,fr_fcfs_noref.json,am_lpddr4_8Gbx16_brc.json
3613,JEDEC_512Mbx16_LPDDR4-1066.json,fr_fcfs_noref.json,am_stt-mram_8x2Gbx8_dimm_p1KB_rbc.json
3614,JEDEC_512Mbx16_LPDDR4-1066.json,fr_fcfs_noref.json,am_wideio2_4x64_4x2Gb_brc.json
3615,JEDEC_512Mbx16_LPDDR4-1066.json,fr_fcfs_noref.json,am_wideio2_4x64_4x2Gb_rbc.json
3616,JEDEC_512Mbx16_LPDDR4-1066.json,fr_fcfs_noref.json,am_wideio_4x1Gb_brc.json
3617,JEDEC_512Mbx16_LPDDR4-1066.json,fr_fcfs_noref.json,am_wideio_4x1Gb_rbc.json
3618,JEDEC_512Mbx16_LPDDR4-1066.json,fr_fcfs_noref.json,am_wideio_4x256Mb_brc.json
3619,JEDEC_512Mbx16_LPDDR4-1066.json,fr_fcfs_noref.json,am_wideio_4x256Mb_rbc.json
3620,JEDEC_512Mbx16_LPDDR4-1066.json,fr_fcfs_noref.json,am_wideio_4x2Gb_brc.json
3621,JEDEC_512Mbx16_LPDDR4-1066.json,fr_fcfs_noref.json,am_wideio_4x2Gb_rbc.json
3622,JEDEC_512Mbx16_LPDDR4-1066.json,fr_fcfs_noref.json,am_wideio_4x4Gb_brc.json
3623,JEDEC_512Mbx16_LPDDR4-1066.json,fr_fcfs_noref.json,am_wideio_4x4Gb_rbc.json
3624,JEDEC_512Mbx16_LPDDR4-1066.json,fr_fcfs_noref.json,am_wideio_4x512Mb_brc.json
3625,JEDEC_512Mbx16_LPDDR4-1066.json,fr_fcfs_noref.json,am_wideio_4x512Mb_rbc.json
3626,JEDEC_512Mbx16_LPDDR4-1066.json,fr_fcfs_noref.json,am_wideio_thermal.json
3627,JEDEC_512Mbx16_LPDDR4-1066.json,fr_fcfs_refp2b.json,am_ddr3_4x4Gbx16_dimm_p2KB_brc.json
3628,JEDEC_512Mbx16_LPDDR4-1066.json,fr_fcfs_refp2b.json,am_ddr3_4x4Gbx16_dimm_p2KB_rbc.json
3629,JEDEC_512Mbx16_LPDDR4-1066.json,fr_fcfs_refp2b.json,am_ddr3_8x1Gbx8_dimm_p1KB_brc.json
3630,JEDEC_512Mbx16_LPDDR4-1066.json,fr_fcfs_refp2b.json,am_ddr3_8x1Gbx8_dimm_p1KB_rbc.json
3631,JEDEC_512Mbx16_LPDDR4-1066.json,fr_fcfs_refp2b.json,am_ddr3_8x2Gbx8_dimm_p1KB_brc.json
3632,JEDEC_512Mbx16_LPDDR4-1066.json,fr_fcfs_refp2b.json,am_ddr3_8x2Gbx8_dimm_p1KB_rbc.json
3633,JEDEC_512Mbx16_LPDDR4-1066.json,fr_fcfs_refp2b.json,am_ddr3_x16_brc.json
3634,JEDEC_512Mbx16_LPDDR4-1066.json,fr_fcfs_refp2b.json,am_ddr3_x16_rbc.json
3635,JEDEC_512Mbx16_LPDDR4-1066.json,fr_fcfs_refp2b.json,am_ddr4_8x4Gbx8_dimm_p1KB_brc.json
3636,JEDEC_512Mbx16_LPDDR4-1066.json,fr_fcfs_refp2b.json,am_hbm2_8Gb_pc_brc.json
3637,JEDEC_512Mbx16_LPDDR4-1066.json,fr_fcfs_refp2b.json,am_lpddr4_1Gbx16_baroco.json
3638,JEDEC_512Mbx16_LPDDR4-1066.json,fr_fcfs_refp2b.json,am_lpddr4_1Gbx16_robaco.json
3639,JEDEC_512Mbx16_LPDDR4-1066.json,fr_fcfs_refp2b.json,am_lpddr4_1Gbx16_rocoba.json
3640,JEDEC_512Mbx16_LPDDR4-1066.json,fr_fcfs_refp2b.json,am_lpddr4_512Mbx16_baroco.json
3641,JEDEC_512Mbx16_LPDDR4-1066.json,fr_fcfs_refp2b.json,am_lpddr4_512Mbx16_robaco.json
3642,JEDEC_512Mbx16_LPDDR4-1066.json,fr_fcfs_refp2b.json,am_lpddr4_512Mbx16_rocoba.json
3643,JEDEC_512Mbx16_LPDDR4-1066.json,fr_fcfs_refp2b.json,am_lpddr4_8Gbx16_brc.json
3644,JEDEC_512Mbx16_LPDDR4-1066.json,fr_fcfs_refp2b.json,am_stt-mram_8x2Gbx8_dimm_p1KB_rbc.json
3645,JEDEC_512Mbx16_LPDDR4-1066.json,fr_fcfs_refp2b.json,am_wideio2_4x64_4x2Gb_brc.json
3646,JEDEC_512Mbx16_LPDDR4-1066.json,fr_fcfs_refp2b.json,am_wideio2_4x64_4x2Gb_rbc.json
3647,JEDEC_512Mbx16_LPDDR4-1066.json,fr_fcfs_refp2b.json,am_wideio_4x1Gb_brc.json
3648,JEDEC_512Mbx16_LPDDR4-1066.json,fr_fcfs_refp2b.json,am_wideio_4x1Gb_rbc.json
3649,JEDEC_512Mbx16_LPDDR4-1066.json,fr_fcfs_refp2b.json,am_wideio_4x256Mb_brc.json
3650,JEDEC_512Mbx16_LPDDR4-1066.json,fr_fcfs_refp2b.json,am_wideio_4x256Mb_rbc.json
3651,JEDEC_512Mbx16_LPDDR4-1066.json,fr_fcfs_refp2b.json,am_wideio_4x2Gb_brc.json
3652,JEDEC_512Mbx16_LPDDR4-1066.json,fr_fcfs_refp2b.json,am_wideio_4x2Gb_rbc.json
3653,JEDEC_512Mbx16_LPDDR4-1066.json,fr_fcfs_refp2b.json,am_wideio_4x4Gb_brc.json
3654,JEDEC_512Mbx16_LPDDR4-1066.json,fr_fcfs_refp2b.json,am_wideio_4x4Gb_rbc.json
3655,JEDEC_512Mbx16_LPDDR4-1066.json,fr_fcfs_refp2b.json,am_wideio_4x512Mb_brc.json
3656,JEDEC_512Mbx16_LPDDR4-1066.json,fr_fcfs_refp2b.json,am_wideio_4x512Mb_rbc.json
3657,JEDEC_512Mbx16_LPDDR4-1066.json,fr_fcfs_refp2b.json,am_wideio_thermal.json
3658,JEDEC_512Mbx16_LPDDR4-1066.json,fr_fcfs_rfm.json,am_ddr3_4x4Gbx16_dimm_p2KB_brc.json
3659,JEDEC_512Mbx16_LPDDR4-1066.json,fr_fcfs_rfm.json,am_ddr3_4x4Gbx16_dimm_p2KB_rbc.json
3660,JEDEC_512Mbx16_LPDDR4-1066.json,fr_fcfs_rfm.json,am_ddr3_8x1Gbx8_dimm_p1KB_brc.json
3661,JEDEC_512Mbx16_LPDDR4-1066.json,fr_fcfs_rfm.json,am_ddr3_8x1Gbx8_dimm_p1KB_rbc.json
3662,JEDEC_512Mbx16_LPDDR4-1066.json,fr_fcfs_rfm.json,am_ddr3_8x2Gbx8_dimm_p1KB_brc.json
3663,JEDEC_512Mbx16_LPDDR4-1066.json,fr_fcfs_rfm.json,am_ddr3_8x2Gbx8_dimm_p1KB_rbc.json
3664,JEDEC_512Mbx16_LPDDR4-1066.json,fr_fcfs_rfm.json,am_ddr3_x16_brc.json
3665,JEDEC_512Mbx16_LPDDR4-1066.json,fr_fcfs_rfm.json,am_ddr3_x16_rbc.json
3666,JEDEC_512Mbx16_LPDDR4-1066.json,fr_fcfs_rfm.json,am_ddr4_8x4Gbx8_dimm_p1KB_brc.json
3667,JEDEC_512Mbx16_LPDDR4-1066.json,fr_fcfs_rfm.json,am_hbm2_8Gb_pc_brc.json
3668,JEDEC_512Mbx16_LPDDR4-1066.json,fr_fcfs_rfm.json,am_lpddr4_1Gbx16_baroco.json
3669,JEDEC_512Mbx16_LPDDR4-1066.json,fr_fcfs_rfm.json,am_lpddr4_1Gbx16_robaco.json
3670,JEDEC_512Mbx16_LPDDR4-1066.json,fr_fcfs_rfm.json,am_lpddr4_1Gbx16_rocoba.json
3671,JEDEC_512Mbx16_LPDDR4-1066.json,fr_fcfs_rfm.json,am_lpddr4_512Mbx16_baroco.json
3672,JEDEC_512Mbx16_LPDDR4-1066.json,fr_fcfs_rfm.json,am_lpddr4_512Mbx16_robaco.json
3673,JEDEC_512Mbx16_LPDDR4-1066.json,fr_fcfs_rfm.json,am_lpddr4_512Mbx16_rocoba.json
3674,JEDEC_512Mbx16_LPDDR4-1066.json,fr_fcfs_rfm.json,am_lpddr4_8Gbx16_brc.json
3675,JEDEC_512Mbx16_LPDDR4-1066.json,fr_fcfs_rfm.json,am_stt-mram_8x2Gbx8_dimm_p1KB_rbc.json
3676,JEDEC_512Mbx16_LPDDR4-1066.json,fr_fcfs_rfm.json,am_wideio2_4x64_4x2Gb_brc.json
3677,JEDEC_512Mbx16_LPDDR4-1066.json,fr_fcfs_rfm.json,am_wideio2_4x64_4x2Gb_rbc.json
3678,JEDEC_512Mbx16_LPDDR4-1066.json,fr_fcfs_rfm.json,am_wideio_4x1Gb_brc.json
3679,JEDEC_512Mbx16_LPDDR4-1066.json,fr_fcfs_rfm.json,am_wideio_4x1Gb_rbc.json
3680,JEDEC_512Mbx16_LPDDR4-1066.json,fr_fcfs_rfm.json,am_wideio_4x256Mb_brc.json
3681,JEDEC_512Mbx16_LPDDR4-1066.json,fr_fcfs_rfm.json,am_wideio_4x256Mb_rbc.json
3682,JEDEC_512Mbx16_LPDDR4-1066.json,fr_fcfs_rfm.json,am_wideio_4x2Gb_brc.json
3683,JEDEC_512Mbx16_LPDDR4-1066.json,fr_fcfs_rfm.json,am_wideio_4x2Gb_rbc.json
3684,JEDEC_512Mbx16_LPDDR4-1066.json,fr_fcfs_rfm.json,am_wideio_4x4Gb_brc.json
3685,JEDEC_512Mbx16_LPDDR4-1066.json,fr_fcfs_rfm.json,am_wideio_4x4Gb_rbc.json
3686,JEDEC_512Mbx16_LPDDR4-1066.json,fr_fcfs_rfm.json,am_wideio_4x512Mb_brc.json
3687,JEDEC_512Mbx16_LPDDR4-1066.json,fr_fcfs_rfm.json,am_wideio_4x512Mb_rbc.json
3688,JEDEC_512Mbx16_LPDDR4-1066.json,fr_fcfs_rfm.json,am_wideio_thermal.json
3689,JEDEC_512Mbx16_LPDDR4-1600.json,fifo.json,am_ddr3_4x4Gbx16_dimm_p2KB_brc.json
3690,JEDEC_512Mbx16_LPDDR4-1600.json,fifo.json,am_ddr3_4x4Gbx16_dimm_p2KB_rbc.json
3691,JEDEC_512Mbx16_LPDDR4-1600.json,fifo.json,am_ddr3_8x1Gbx8_dimm_p1KB_brc.json
3692,JEDEC_512Mbx16_LPDDR4-1600.json,fifo.json,am_ddr3_8x1Gbx8_dimm_p1KB_rbc.json
3693,JEDEC_512Mbx16_LPDDR4-1600.json,fifo.json,am_ddr3_8x2Gbx8_dimm_p1KB_brc.json
3694,JEDEC_512Mbx16_LPDDR4-1600.json,fifo.json,am_ddr3_8x2Gbx8_dimm_p1KB_rbc.json
3695,JEDEC_512Mbx16_LPDDR4-1600.json,fifo.json,am_ddr3_x16_brc.json
3696,JEDEC_512Mbx16_LPDDR4-1600.json,fifo.json,am_ddr3_x16_rbc.json
3697,JEDEC_512Mbx16_LPDDR4-1600.json,fifo.json,am_ddr4_8x4Gbx8_dimm_p1KB_brc.json
3698,JEDEC_512Mbx16_LPDDR4-1600.json,fifo.json,am_hbm2_8Gb_pc_brc.json
3699,JEDEC_512Mbx16_LPDDR4-1600.json,fifo.json,am_lpddr4_1Gbx16_baroco.json
3700,JEDEC_512Mbx16_LPDDR4-1600.json,fifo.json,am_lpddr4_1Gbx16_robaco.json
3701,JEDEC_512Mbx16_LPDDR4-1600.json,fifo.json,am_lpddr4_1Gbx16_rocoba.json
3702,JEDEC_512Mbx16_LPDDR4-1600.json,fifo.json,am_lpddr4_512Mbx16_baroco.json
3703,JEDEC_512Mbx16_LPDDR4-1600.json,fifo.json,am_lpddr4_512Mbx16_robaco.json
3704,JEDEC_512Mbx16_LPDDR4-1600.json,fifo.json,am_lpddr4_512Mbx16_rocoba.json
3705,JEDEC_512Mbx16_LPDDR4-1600.json,fifo.json,am_lpddr4_8Gbx16_brc.json
3706,JEDEC_512Mbx16_LPDDR4-1600.json,fifo.json,am_stt-mram_8x2Gbx8_dimm_p1KB_rbc.json
3707,JEDEC_512Mbx16_LPDDR4-1600.json,fifo.json,am_wideio2_4x64_4x2Gb_brc.json
3708,JEDEC_512Mbx16_LPDDR4-1600.json,fifo.json,am_wideio2_4x64_4x2Gb_rbc.json
3709,JEDEC_512Mbx16_LPDDR4-1600.json,fifo.json,am_wideio_4x1Gb_brc.json
3710,JEDEC_512Mbx16_LPDDR4-1600.json,fifo.json,am_wideio_4x1Gb_rbc.json
3711,JEDEC_512Mbx16_LPDDR4-1600.json,fifo.json,am_wideio_4x256Mb_brc.json
3712,JEDEC_512Mbx16_LPDDR4-1600.json,fifo.json,am_wideio_4x256Mb_rbc.json
3713,JEDEC_512Mbx16_LPDDR4-1600.json,fifo.json,am_wideio_4x2Gb_brc.json
3714,JEDEC_512Mbx16_LPDDR4-1600.json,fifo.json,am_wideio_4x2Gb_rbc.json
3715,JEDEC_512Mbx16_LPDDR4-1600.json,fifo.json,am_wideio_4x4Gb_brc.json
3716,JEDEC_512Mbx16_LPDDR4-1600.json,fifo.json,am_wideio_4x4Gb_rbc.json
3717,JEDEC_512Mbx16_LPDDR4-1600.json,fifo.json,am_wideio_4x512Mb_brc.json
3718,JEDEC_512Mbx16_LPDDR4-1600.json,fifo.json,am_wideio_4x512Mb_rbc.json
3719,JEDEC_512Mbx16_LPDDR4-1600.json,fifo.json,am_wideio_thermal.json
3720,JEDEC_512Mbx16_LPDDR4-1600.json,fifoStrict.json,am_ddr3_4x4Gbx16_dimm_p2KB_brc.json
3721,JEDEC_512Mbx16_LPDDR4-1600.json,fifoStrict.json,am_ddr3_4x4Gbx16_dimm_p2KB_rbc.json
3722,JEDEC_512Mbx16_LPDDR4-1600.json,fifoStrict.json,am_ddr3_8x1Gbx8_dimm_p1KB_brc.json
3723,JEDEC_512Mbx16_LPDDR4-1600.json,fifoStrict.json,am_ddr3_8x1Gbx8_dimm_p1KB_rbc.json
3724,JEDEC_512Mbx16_LPDDR4-1600.json,fifoStrict.json,am_ddr3_8x2Gbx8_dimm_p1KB_brc.json
3725,JEDEC_512Mbx16_LPDDR4-1600.json,fifoStrict.json,am_ddr3_8x2Gbx8_dimm_p1KB_rbc.json
3726,JEDEC_512Mbx16_LPDDR4-1600.json,fifoStrict.json,am_ddr3_x16_brc.json
3727,JEDEC_512Mbx16_LPDDR4-1600.json,fifoStrict.json,am_ddr3_x16_rbc.json
3728,JEDEC_512Mbx16_LPDDR4-1600.json,fifoStrict.json,am_ddr4_8x4Gbx8_dimm_p1KB_brc.json
3729,JEDEC_512Mbx16_LPDDR4-1600.json,fifoStrict.json,am_hbm2_8Gb_pc_brc.json
3730,JEDEC_512Mbx16_LPDDR4-1600.json,fifoStrict.json,am_lpddr4_1Gbx16_baroco.json
3731,JEDEC_512Mbx16_LPDDR4-1600.json,fifoStrict.json,am_lpddr4_1Gbx16_robaco.json
3732,JEDEC_512Mbx16_LPDDR4-1600.json,fifoStrict.json,am_lpddr4_1Gbx16_rocoba.json
3733,JEDEC_512Mbx16_LPDDR4-1600.json,fifoStrict.json,am_lpddr4_512Mbx16_baroco.json
3734,JEDEC_512Mbx16_LPDDR4-1600.json,fifoStrict.json,am_lpddr4_512Mbx16_robaco.json
3735,JEDEC_512Mbx16_LPDDR4-1600.json,fifoStrict.json,am_lpddr4_512Mbx16_rocoba.json
3736,JEDEC_512Mbx16_LPDDR4-1600.json,fifoStrict.json,am_lpddr4_8Gbx16_brc.json
3737,JEDEC_512Mbx16_LPDDR4-1600.json,fifoStrict.json,am_stt-mram_8x2Gbx8_dimm_p1KB_rbc.json
3738,JEDEC_512Mbx16_LPDDR4-1600.json,fifoStrict.json,am_wideio2_4x64_4x2Gb_brc.json
3739,JEDEC_512Mbx16_LPDDR4-1600.json,fifoStrict.json,am_wideio2_4x64_4x2Gb_rbc.json
3740,JEDEC_512Mbx16_LPDDR4-1600.json,fifoStrict.json,am_wideio_4x1Gb_brc.json
3741,JEDEC_512Mbx16_LPDDR4-1600.json,fifoStrict.json,am_wideio_4x1Gb_rbc.json
3742,JEDEC_512Mbx16_LPDDR4-1600.json,fifoStrict.json,am_wideio_4x256Mb_brc.json
3743,JEDEC_512Mbx16_LPDDR4-1600.json,fifoStrict.json,am_wideio_4x256Mb_rbc.json
3744,JEDEC_512Mbx16_LPDDR4-1600.json,fifoStrict.json,am_wideio_4x2Gb_brc.json
3745,JEDEC_512Mbx16_LPDDR4-1600.json,fifoStrict.json,am_wideio_4x2Gb_rbc.json
3746,JEDEC_512Mbx16_LPDDR4-1600.json,fifoStrict.json,am_wideio_4x4Gb_brc.json
3747,JEDEC_512Mbx16_LPDDR4-1600.json,fifoStrict.json,am_wideio_4x4Gb_rbc.json
3748,JEDEC_512Mbx16_LPDDR4-1600.json,fifoStrict.json,am_wideio_4x512Mb_brc.json
3749,JEDEC_512Mbx16_LPDDR4-1600.json,fifoStrict.json,am_wideio_4x512Mb_rbc.json
3750,JEDEC_512Mbx16_LPDDR4-1600.json,fifoStrict.json,am_wideio_thermal.json
3751,JEDEC_512Mbx16_LPDDR4-1600.json,fr_fcfs.json,am_ddr3_4x4Gbx16_dimm_p2KB_brc.json
3752,JEDEC_512Mbx16_LPDDR4-1600.json,fr_fcfs.json,am_ddr3_4x4Gbx16_dimm_p2KB_rbc.json
3753,JEDEC_512Mbx16_LPDDR4-1600.json,fr_fcfs.json,am_ddr3_8x1Gbx8_dimm_p1KB_brc.json
3754,JEDEC_512Mbx16_LPDDR4-1600.json,fr_fcfs.json,am_ddr3_8x1Gbx8_dimm_p1KB_rbc.json
3755,JEDEC_512Mbx16_LPDDR4-1600.json,fr_fcfs.json,am_ddr3_8x2Gbx8_dimm_p1KB_brc.json
3756,JEDEC_512Mbx16_LPDDR4-1600.json,fr_fcfs.json,am_ddr3_8x2Gbx8_dimm_p1KB_rbc.json
3757,JEDEC_512Mbx16_LPDDR4-1600.json,fr_fcfs.json,am_ddr3_x16_brc.json
3758,JEDEC_512Mbx16_LPDDR4-1600.json,fr_fcfs.json,am_ddr3_x16_rbc.json
3759,JEDEC_512Mbx16_LPDDR4-1600.json,fr_fcfs.json,am_ddr4_8x4Gbx8_dimm_p1KB_brc.json
3760,JEDEC_512Mbx16_LPDDR4-1600.json,fr_fcfs.json,am_hbm2_8Gb_pc_brc.json
3761,JEDEC_512Mbx16_LPDDR4-1600.json,fr_fcfs.json,am_lpddr4_1Gbx16_baroco.json
3762,JEDEC_512Mbx16_LPDDR4-1600.json,fr_fcfs.json,am_lpddr4_1Gbx16_robaco.json
3763,JEDEC_512Mbx16_LPDDR4-1600.json,fr_fcfs.json,am_lpddr4_1Gbx16_rocoba.json
3764,JEDEC_512Mbx16_LPDDR4-1600.json,fr_fcfs.json,am_lpddr4_512Mbx16_baroco.json
3765,JEDEC_512Mbx16_LPDDR4-1600.json,fr_fcfs.json,am_lpddr4_512Mbx16_robaco.json
3766,JEDEC_512Mbx16_LPDDR4-1600.json,fr_fcfs.json,am_lpddr4_512Mbx16_rocoba.json
3767,JEDEC_512Mbx16_LPDDR4-1600.json,fr_fcfs.json,am_lpddr4_8Gbx16_brc.json
3768,JEDEC_512Mbx16_LPDDR4-1600.json,fr_fcfs.json,am_stt-mram_8x2Gbx8_dimm_p1KB_rbc.json
3769,JEDEC_512Mbx16_LPDDR4-1600.json,fr_fcfs.json,am_wideio2_4x64_4x2Gb_brc.json
3770,JEDEC_512Mbx16_LPDDR4-1600.json,fr_fcfs.json,am_wideio2_4x64_4x2Gb_rbc.json
3771,JEDEC_512Mbx16_LPDDR4-1600.json,fr_fcfs.json,am_wideio_4x1Gb_brc.json
3772,JEDEC_512Mbx16_LPDDR4-1600.json,fr_fcfs.json,am_wideio_4x1Gb_rbc.json
3773,JEDEC_512Mbx16_LPDDR4-1600.json,fr_fcfs.json,am_wideio_4x256Mb_brc.json
3774,JEDEC_512Mbx16_LPDDR4-1600.json,fr_fcfs.json,am_wideio_4x256Mb_rbc.json
